player,pos,team_id
Myron Brown,PG,MIN
Randy Brown,PG,SAC
Tony Brown,SF,TOT
Mark Bryant,PF,POR
Jud Buechler,SF,TOT
Matt Bullard,PF,HOU
Willie Burton,SF,MIA
Steve Burtt,SG,PHO
Michael Cage,PF,SEA
Demetrius Calip,PG,LAL
Elden Campbell,C,LAL
Tony Campbell,SF,MIN
Antoine Carr,PF,SAS
Bill Cartwright,C,CHI
Terry Catledge,PF,ORL
Duane Causwell,C,SAC
Cedric Ceballos,SF,PHO
Tom Chambers,PF,PHO
Rex Chapman,PG-SG,TOT
Maurice Cheeks,PG,ATL
Pete Chilcutt,PF,SAC
Derrick Coleman,PF,NJN
Bimbo Coles,PG,MIA
Marty Conlon,C,SEA
Lester Conner,PG,MIL
Anthony Cook,PF,DEN
Wayne Cooper,C,POR
Tom Copa,C,SAS
Lanard Copeland,SG,LAC
Tyrone Corbin,SF,TOT
Chris Corchiani,PG,ORL
Corey Crowder,SF,UTA
Terry Cummings,PF,SAS
Dell Curry,SG,CHH
Quintin Dailey,SG,SEA
Brad Daugherty,C,CLE
Brad Davis,PG,DAL
Dale Davis,PF,IND
Terry Davis,PF,DAL
Walter Davis,SF,DEN
Johnny Dawkins,PG,PHI
Bison Dele,PF,ORL
Vlade Divac,C,LAL
James Donaldson,C,TOT
Sherman Douglas,PG,TOT
Greg Dreiling,C,IND
Clyde Drexler,SG,POR
Kevin Duckworth,C,POR
Chris Dudley,C,NJN
Joe Dumars,SG,DET
Ledell Eackles,SG,WSB
Mark Eaton,C,UTA
Patrick Eddie,C,NYK
Blue Edwards,SF,UTA
James Edwards,C,LAC
Kevin Edwards,PG,MIA
Craig Ehlo,SG,CLE
Mario Elie,SG,GSW
Sean Elliott,SF,SAS
Dale Ellis,SF,MIL
LeRon Ellis,C,LAC
Pervis Ellison,C,WSB
A.J. English,SG,WSB
Patrick Ewing,C,NYK
Dave Feitl,C,NJN
Duane Ferrell,SF,ATL
Danny Ferry,PF,CLE
Vern Fleming,PG,IND
Sleepy Floyd,PG,HOU
Greg Foster,PF,WSB
Rick Fox,SF,BOS
Tellis Frank,PF,MIN
Anthony Frederick,SF,CHH
Kevin Gamble,SF,BOS
Winston Garland,PG,DEN
Tom Garrick,SG,TOT
Chris Gatling,PF,GSW
Kenny Gattison,PF,CHH
Tate George,SG,NJN
Kendall Gill,SG,CHH
Armen Gilliam,PF,PHI
Gerald Glass,SF,MIN
Mike Gminski,C,CHH
Dan Godfread,C,HOU
Paul Graham,SG,ATL
Ron Grandison,PF,CHH
Gary Grant,PG,LAC
Greg Grant,PG,TOT
Harvey Grant,SF,WSB
Horace Grant,PF,CHI
Jeff Grayer,SG,MIL
A.C. Green,PF,LAL
Rickey Green,PG,BOS
Sean Green,SG,IND
Sidney Green,PF,SAS
Jack Haley,C,LAL
Tom Hammonds,PF,WSB
Bob Hansen,SG,TOT
Tim Hardaway,PG,GSW
Derek Harper,PG,DAL
Ron Harper,SG,LAC
Scott Hastings,C,DEN
Hersey Hawkins,SG,PHI
Gerald Henderson,PG,TOT
Steve Henson,PG,MIL
Carl Herrera,PF,HOU
Rod Higgins,SF,GSW
Sean Higgins,PF-SF,TOT
Tyrone Hill,C,GSW
Donald Hodge,PF,DAL
Craig Hodges,SG,CHI
Dave Hoppen,C,PHI
Dennis Hopson,SG,TOT
Jeff Hornacek,SG,PHO
Brian Howard,SF,DAL
Jay Humphries,PG,MIL
Cedric Hunter,PG,CHH
Mike Iuzzolino,PG,DAL
Jaren Jackson,SG,GSW
Mark Jackson,PG,NYK
Dave Jamerson,SG,HOU
Henry James,SF,CLE
Les Jepsen,C,SAC
Avery Johnson,PG,TOT
Buck Johnson,SF,HOU
Eddie Johnson,SF,SEA
Kevin Johnson,PG,PHO
Larry Johnson,PF,CHH
Vinnie Johnson,SG,SAS
Charles Jones,C,WSB
Michael Jordan,SG,CHI
Shawn Kemp,PF,SEA
Steve Kerr,PG,CLE
Jerome Kersey,SF,POR
Alec Kessler,PF,MIA
Bo Kimble,SG,LAC
Albert King,SF,WSB
Rich King,C,SEA
Stacey King,PF,CHI
Greg Kite,C,ORL
Joe Kleine,C,BOS
Negele Knight,PG,PHO
Bart Kofoed,SG,SEA
Jon Koncak,C,ATL
Larry Krystkowiak,PF,MIL
Bill Laimbeer,C,DET
Jerome Lane,PF,TOT
Andrew Lang,C,PHO
Eric Leckner,C,CHH
Doug Lee,SG,NJN
Gary Leonard,C,ATL
Jim Les,PG,SAC
Fat Lever,SG,DAL
Cliff Levingston,PF,CHI
Reggie Lewis,SG,BOS
Marcus Liberty,SF,DEN
Todd Lichti,SG,DEN
Alton Lister,C,GSW
Brad Lohaus,PF,MIL
Grant Long,PF,MIA
Luc Longley,C,MIN
Kevin Lynch,SG,CHH
Mark Macon,SG,DEN
Dan Majerle,SF,PHO
Jeff Malone,SG,UTA
Karl Malone,PF,UTA
Moses Malone,C,MIL
Danny Manning,PF,LAC
Šarūnas Marčiulionis,SG,GSW
Anthony Mason,PF,NYK
Tony Massenburg,PF,TOT
Vernon Maxwell,SG,HOU
Tharon Mayes,SG,TOT
Travis Mays,PG,ATL
Bob McCann,SF,DET
George McCloud,SF,IND
Tim McCormick,C,NYK
Rodney McCray,SF,DAL
Xavier McDaniel,SF,NYK
Kevin McHale,PF,BOS
Derrick McKey,SF,SEA
Carlton McKinney,SG,NYK
Nate McMillan,PG,SEA
Reggie Miller,SG,IND
Terry Mills,PF,NJN
Sam Mitchell,PF,MIN
Rodney Monroe,SG,ATL
Tracy Moore,SF,DAL
Chris Morris,SF,NJN
John Morton,SF-SG,TOT
Chris Mullin,SF,GSW
Eric Murdock,PG,UTA
Tod Murphy,PF,MIN
Jerrod Mustaf,PF,PHO
Dikembe Mutombo,C,DEN
Larry Nance,PF,CLE
Ed Nealy,PF,PHO
Chuck Nevitt,C,CHI
Johnny Newman,SF,CHH
Ken Norman,SF,LAC
Charles Oakley,PF,NYK
Alan Ogg,C,MIA
Hakeem Olajuwon,C,HOU
Brian Oliver,SG,PHI
Jimmy Oliver,SG,CLE
Billy Owens,PF,GSW
Keith Owens,SF,LAL
Robert Pack,PG,POR
Robert Parish,C,BOS
John Paxson,PG,CHI
Kenny Payne,SF,PHI
Gary Payton,PG,SEA
Will Perdue,C,CHI
Sam Perkins,PF,LAL
Elliot Perry,PG,TOT
Tim Perry,PF,PHO
Chuck Person,SF,IND
Jim Petersen,PF,GSW
Dražen Petrović,SG,NJN
Bobby Phills,SG,CLE
Ricky Pierce,SG,SEA
Ed Pinckney,PF,BOS
Scottie Pippen,SF,CHI
Olden Polynice,C,LAC
Dave Popson,PF,MIL
Terry Porter,PG,POR
Paul Pressey,SG,SAS
Mark Price,PG,CLE
Kevin Pritchard,PG,BOS
Brian Quinnett,SG,TOT
Kurt Rambis,PF,PHO
Mark Randall,PF,TOT
Blair Rasmussen,C,ATL
J.R. Reid,C,CHH
Jerry Reynolds,SG,ORL
Glen Rice,SF,MIA
Pooh Richardson,PG,MIN
Mitch Richmond,SG,SAC
David Rivers,PG,LAC
Doc Rivers,PG,LAC
Fred Roberts,PF,MIL
Stanley Roberts,C,ORL
Alvin Robertson,SG,MIL
Cliff Robinson,PF,LAL
Clifford Robinson,SF,POR
David Robinson,C,SAS
Larry Robinson,SG,BOS
Rumeal Robinson,PG,ATL
Dennis Rodman,PF,DET
Tree Rollins,C,HOU
Donald Royal,SF,SAS
Delaney Rudd,SG,UTA
Jeff Ruland,C,PHI
John Salley,PF,DET
Ralph Sampson,C,WSB
Jeff Sanders,SF,ATL
Mike Sanders,SF,TOT
Danny Schayes,C,MIL
Steve Scheffler,C,TOT
Dwayne Schintzius,C,SAC
Detlef Schrempf,PF,IND
Byron Scott,SG,LAL
Dennis Scott,SF,ORL
Rony Seikaly,C,MIA
Brad Sellers,PF,DET
Charles Shackleford,C,PHI
Brian Shaw,PG,TOT
Lionel Simmons,SF,SAC
Scott Skiles,PG,ORL
Charles Smith,SF,LAC
Doug Smith,PF,DAL
Kenny Smith,PG,HOU
LaBradford Smith,SG,WSB
Larry Smith,PF,HOU
Otis Smith,SG,ORL
Steve Smith,SG,MIA
Tony Smith,PG,LAL
Rik Smits,C,IND
Mike Smrek,C,GSW
Rory Sparrow,PG,TOT
Felton Spencer,C,MIN
John Starks,SG,NYK
Larry Stewart,PF,WSB
John Stockton,PG,UTA
Rod Strickland,PG,SAS
Derek Strong,PF,WSB
Lamont Strothers,SG,POR
Jon Sundvold,PG,MIA
Greg Sutton,PG,SAS
Terry Teagle,SG,LAL
Carl Thomas,SG,SAC
Charles Thomas,SG,DET
Isiah Thomas,PG,DET
Billy Thompson,SF,GSW
LaSalle Thompson,C,IND
Stephen Thompson,SG,TOT
Bob Thornton,PF,UTA
Otis Thorpe,PF,HOU
Sedale Threatt,PG,LAL
Wayman Tisdale,PF,SAC
Tom Tolbert,PF,GSW
Trent Tucker,SG,SAS
Andre Turner,PG,WSB
Jeff Turner,SF,ORL
John Turner,SF,HOU
Kiki Vandeweghe,SF,NYK
Loy Vaught,PF,LAC
João Vianna,SF,DAL
Sam Vincent,PG,ORL
Alexander Volkov,C,ATL
Stojko Vranković,C,BOS
Darrell Walker,SG,DET
Spud Webb,PG,SAC
Doug West,SG,MIN
Mark West,C,PHO
Ennis Whatley,PG,POR
Randy White,PF,DAL
Mitchell Wiggins,SG,PHI
Morlon Wiley,PG,TOT
Dominique Wilkins,SF,ATL
Gerald Wilkins,SG,NYK
Buck Williams,PF,POR
Herb Williams,C,DAL
Hot Rod Williams,C,CLE
Jayson Williams,PF,PHI
Kenny Williams,SF,IND
Micheal Williams,PG,IND
Reggie Williams,SF,DEN
Scott Williams,PF,CHI
Kevin Willis,PF,ATL
Kennard Winchester,SF-SG,TOT
David Wingate,SG,WSB
Randy Wittman,SG,IND
Joe Wolf,C,DEN
Orlando Woolridge,SF,DET
James Worthy,SF,LAL
Danny Young,PG,TOT
Alaa Abdelnaby,PF,TOT
Mahmoud Abdul-Rauf,PG,DEN
Mark Acres,C,TOT
Michael Adams,PG,WSB
Rafael Addison,SF,NJN
Mark Aguirre,SF,DET
Danny Ainge,SG,PHO
Victor Alexander,C,GSW
Eric Anderson,PF,NYK
Kenny Anderson,PG,NJN
Nick Anderson,SG,ORL
Ron Anderson,SF,PHI
Willie Anderson,SG,SAS
Greg Anthony,PG,NYK
B.J. Armstrong,PG,CHI
Vincent Askew,SG,TOT
Keith Askins,SF,MIA
Stacey Augmon,SG,ATL
Isaac Austin,C,UTA
Anthony Avent,PF,MIL
John Bagley,PG,BOS
Thurl Bailey,PF,MIN
Steve Bardo,SG,DAL
Charles Barkley,PF,PHO
Dana Barros,PG,SEA
Jon Barry,SG,MIL
John Battle,SG,CLE
Kenny Battle,SG,BOS
William Bedford,C,SAS
Benoit Benjamin,C,TOT
Tony Bennett,PG,CHH
David Benoit,SF,UTA
Rolando Blackman,SG,NYK
Alex Blackwell,SF,LAL
Lance Blanks,SG,MIN
Ricky Blanton,SF,CHI
Mookie Blaylock,PG,ATL
Muggsy Bogues,PG,CHH
Manute Bol,C,PHI
Walter Bond,SG,DAL
Anthony Bonner,PF,SAC
Anthony Bowie,SG,ORL
Sam Bowie,C,NJN
Terrell Brandon,PG,CLE
Randy Breuer,C,ATL
Frank Brickowski,C,MIL
Kevin Brooks,SF,DEN
Scott Brooks,PG,HOU
Chucky Brown,SF,NJN
Dee Brown,PG,BOS
Mike Brown,C,UTA
Randy Brown,PG,SAC
Mark Bryant,C,POR
Jud Buechler,SF,GSW
Matt Bullard,PF,HOU
Willie Burton,SF,MIA
Steve Burtt,SG,WSB
Michael Cage,C,SEA
Dexter Cambridge,SF,DAL
Elden Campbell,PF,LAL
Tony Campbell,SF,NYK
Antoine Carr,PF,SAS
Bill Cartwright,C,CHI
Terry Catledge,PF,ORL
Duane Causwell,C,SAC
Cedric Ceballos,SF,PHO
Tom Chambers,PF,PHO
Rex Chapman,SG,WSB
Maurice Cheeks,PG,NJN
Pete Chilcutt,PF,SAC
Doug Christie,SG,LAL
Derrick Coleman,PF,NJN
Bimbo Coles,PG,MIA
Marty Conlon,C,SAC
Lester Conner,PG,LAC
Duane Cooper,PG,LAL
Tyrone Corbin,SF,UTA
Chris Corchiani,PG,TOT
Joe Courtney,PF,TOT
John Crotty,PG,UTA
Terry Cummings,PF,SAS
Radisav Ćurčić,C,DAL
Dell Curry,SG,CHH
Lloyd Daniels,SG,SAS
Brad Daugherty,C,CLE
Dale Davis,PF,IND
Hubert Davis,SG,NYK
Terry Davis,PF,DAL
Johnny Dawkins,PG,PHI
Todd Day,SG,MIL
Vinny Del Negro,PG,SAS
Bison Dele,PF,ORL
Vlade Divac,C,LAL
James Donaldson,C,UTA
Sherman Douglas,PG,BOS
Greg Dreiling,C,IND
Clyde Drexler,SG,POR
Kevin Duckworth,C,POR
Chris Dudley,C,NJN
Joe Dumars,SG,DET
Richard Dumas,SF,PHO
Pat Durham,SF,GSW
Mark Eaton,C,UTA
Blue Edwards,SF,MIL
James Edwards,C,LAL
Kevin Edwards,SG,MIA
Craig Ehlo,SG,CLE
Mario Elie,SF,POR
Sean Elliott,SF,SAS
Dale Ellis,SG,SAS
LaPhonso Ellis,PF,DEN
Pervis Ellison,C,WSB
Jo Jo English,SG,CHI
Patrick Ewing,C,NYK
Duane Ferrell,SF,ATL
Danny Ferry,PF,CLE
Vern Fleming,PG,IND
Sleepy Floyd,PG,HOU
Greg Foster,PF,TOT
Rick Fox,SF,BOS
Kevin Gamble,SF,BOS
Winston Garland,PG,HOU
Chris Gatling,PF,GSW
Kenny Gattison,PF,CHH
Matt Geiger,C,MIA
Tate George,PG,NJN
Kendall Gill,SG,CHH
Armen Gilliam,PF,PHI
Gerald Glass,SF,TOT
Mike Gminski,C,CHH
Paul Graham,SG,ATL
Gary Grant,PG,LAC
Greg Grant,PG,PHI
Harvey Grant,SF,WSB
Horace Grant,PF,CHI
Jeff Grayer,SG,GSW
A.C. Green,PF,LAL
Litterial Green,PG,ORL
Sean Green,SG,IND
Sidney Green,PF,TOT
Tom Gugliotta,PF,WSB
Jay Guidinger,C,CLE
Tom Hammonds,PF,TOT
Tim Hardaway,PG,GSW
Derek Harper,SG,DAL
Ron Harper,SG,LAC
Scott Hastings,C,DEN
Hersey Hawkins,SG,PHI
Steve Henson,PG,ATL
Carl Herrera,PF,HOU
Rod Higgins,SF,SAC
Sean Higgins,SF,GSW
Tyrone Hill,C,GSW
Donald Hodge,C,DAL
Dave Hoppen,C,NJN
Jeff Hornacek,PG,PHI
Robert Horry,SF,HOU
Byron Houston,PF,GSW
Brian Howard,SF,DAL
Stephen Howard,SF,UTA
Jay Humphries,SG,UTA
Byron Irvin,SG,WSB
Mike Iuzzolino,PG,DAL
Jaren Jackson,SG,LAC
Jim Jackson,SF,DAL
Mark Jackson,PG,LAC
Henry James,PF,TOT
Keith Jennings,PG,GSW
Avery Johnson,PG,SAS
Buck Johnson,SF,WSB
Dave Johnson,SG,POR
Eddie Johnson,SF,SEA
Frank Johnson,PG,PHO
Kevin Johnson,PG,PHO
Larry Johnson,PF,CHH
Charles Jones,C,WSB
Michael Jordan,SG,CHI
Thomas Jordan,PF,PHI
Adam Keefe,PF,ATL
Shawn Kemp,PF,SEA
Tim Kempton,PF,PHO
Steve Kerr,SG-PG,TOT
Jerome Kersey,SF,POR
Alec Kessler,PF,MIA
Bo Kimble,SG,NYK
Stan Kimbrough,PG,SAC
Bernard King,SF,NJN
Rich King,C,SEA
Stacey King,C,CHI
Greg Kite,C,ORL
Joe Kleine,C,BOS
Negele Knight,PG,PHO
Bart Kofoed,SG,BOS
Jon Koncak,C,ATL
Larry Krystkowiak,PF,UTA
Christian Laettner,PF,MIN
Bill Laimbeer,C,DET
Jerome Lane,PF,CLE
Andrew Lang,C,PHI
Doug Lee,SG,NJN
Tim Legler,SG,TOT
Jim Les,PG,SAC
Reggie Lewis,SG,BOS
Marcus Liberty,SF,DEN
Todd Lichti,SG,DEN
Alton Lister,C,GSW
Brad Lohaus,PF,MIL
Grant Long,PF,MIA
Luc Longley,C,MIN
Kevin Lynch,SG,CHH
Sam Mack,SF,SAS
Don MacLean,PF,WSB
Mark Macon,PG,DEN
Rick Mahorn,PF,NJN
Dan Majerle,SG,PHO
Jeff Malone,SG,UTA
Karl Malone,PF,UTA
Moses Malone,C,MIL
Danny Manning,PF,LAC
Šarūnas Marčiulionis,SF,GSW
Anthony Mason,PF,NYK
Marlon Maxey,PF,MIN
Vernon Maxwell,SG,HOU
Lee Mayberry,PG,MIL
Travis Mays,PG,ATL
Bob McCann,SF,MIN
George McCloud,SF,IND
Rodney McCray,SF,CHI
Xavier McDaniel,PF,BOS
Kevin McHale,PF,BOS
Derrick McKey,SF,SEA
Nate McMillan,PG,SEA
Oliver Miller,C,PHO
Reggie Miller,SG,IND
Terry Mills,PF,DET
Harold Miner,SG,MIA
Sam Mitchell,SF,IND
Tracy Moore,SG,DAL
Chris Morris,SF,NJN
Isaiah Morris,SF,DET
Alonzo Mourning,C,CHH
Chris Mullin,SF,GSW
Eric Murdock,PG,MIL
Tracy Murray,SF,POR
Jerrod Mustaf,PF,PHO
Dikembe Mutombo,C,DEN
Larry Nance,PF,CLE
Ed Nealy,PF,TOT
Melvin Newbern,SG,DET
Johnny Newman,SF,CHH
Ken Norman,SF,LAC
Shaquille O'Neal,C,ORL
Dan O'Sullivan,C,TOT
Charles Oakley,PF,NYK
Alan Ogg,C,TOT
Hakeem Olajuwon,C,HOU
Matt Othick,PG,SAS
Doug Overton,PG,WSB
Billy Owens,PF,GSW
Robert Pack,PG,DEN
Gerald Paddio,SF,SEA
Walter Palmer,C,DAL
Robert Parish,C,BOS
John Paxson,PG,CHI
Kenny Payne,SF,PHI
Gary Payton,PG,SEA
Anthony Peeler,SG,LAL
Will Perdue,C,CHI
Sam Perkins,PF,TOT
Tim Perry,PF,PHI
Chuck Person,SF,MIN
Dražen Petrović,SG,NJN
Bobby Phills,SG,CLE
Ricky Pierce,SG,SEA
Ed Pinckney,PF,BOS
Scottie Pippen,SF,CHI
Gary Plummer,PF,DEN
Olden Polynice,C,DET
Terry Porter,PG,POR
Paul Pressey,SG,GSW
Brent Price,PG,WSB
Mark Price,PG,CLE
Anthony Pullard,PF,MIL
Kurt Rambis,PF,TOT
Mark Randall,PF,TOT
Blair Rasmussen,C,ATL
J.R. Reid,PF,TOT
Glen Rice,SF,MIA
Pooh Richardson,PG,IND
Mitch Richmond,SG,SAC
Doc Rivers,PG,NYK
Fred Roberts,C,MIL
Stanley Roberts,C,LAC
Alvin Robertson,SG,TOT
Clifford Robinson,PF,POR
David Robinson,C,SAS
Larry Robinson,SG,WSB
Rumeal Robinson,PG,NJN
Dennis Rodman,PF,DET
Tree Rollins,C,HOU
Sean Rooks,C,DAL
Donald Royal,SF,ORL
Delaney Rudd,PG,POR
Jeff Ruland,C,DET
John Salley,PF,MIA
Jeff Sanders,PF,ATL
Mike Sanders,SF,CLE
Danny Schayes,C,MIL
Steve Scheffler,C,SEA
Dwayne Schintzius,C,NJN
Detlef Schrempf,PF,IND
Byron Scott,SG,LAL
Dennis Scott,SF,ORL
Malik Sealy,SF,IND
Rony Seikaly,C,MIA
Brad Sellers,PF,MIN
Charles Shackleford,C,PHI
Brian Shaw,PG,MIA
Lionel Simmons,SF,SAC
Scott Skiles,PG,ORL
Charles Smith,SF,NYK
Chris Smith,SG,MIN
Doug Smith,PF,DAL
Kenny Smith,PG,HOU
LaBradford Smith,SG,WSB
Larry Smith,PF,SAS
Reggie Smith,C,POR
Steve Smith,SG,MIA
Tony Smith,SG,LAL
Rik Smits,C,IND
Andre Spencer,SF,TOT
Elmore Spencer,C,LAC
Felton Spencer,C,MIN
Latrell Sprewell,SG,GSW
John Starks,SG,NYK
Barry Stevens,SF,GSW
Larry Stewart,SF,WSB
Bryant Stith,SG,DEN
Alex Stivrins,PF-SF,TOT
John Stockton,PG,UTA
Rod Strickland,SG,POR
Derek Strong,PF,MIL
Lamont Strothers,SG,DAL
Terry Teagle,SG,HOU
Isiah Thomas,PG,DET
LaSalle Thompson,C,IND
Otis Thorpe,PF,HOU
Sedale Threatt,PG,LAL
Wayman Tisdale,PF,SAC
Tom Tolbert,PF,ORL
Trent Tucker,SG,CHI
Jeff Turner,PF,ORL
Kiki Vandeweghe,SF,LAC
Loy Vaught,PF,LAC
Gundars Vētra,SF,MIN
Darrell Walker,PG-SG,TOT
Duane Washington,SG,LAC
Clarence Weatherspoon,SF,PHI
Marcus Webb,PF,BOS
Spud Webb,PG,SAC
Robert Werdann,C,DEN
Doug West,SG,MIN
Mark West,C,PHO
Randy White,PF,DAL
Morlon Wiley,PG,TOT
Dominique Wilkins,SF,ATL
Eddie Lee Wilkins,PF,PHI
Gerald Wilkins,SF,CLE
Buck Williams,PF,POR
Corey Williams,PG,CHI
Herb Williams,C,NYK
Hot Rod Williams,C,CLE
Jayson Williams,PF,NJN
John Williams,SF,LAC
Kenny Williams,SF,IND
Lorenzo Williams,PF-C,TOT
Micheal Williams,PG,MIN
Reggie Williams,SF,DEN
Scott Williams,PF,CHI
Walt Williams,SF,SAC
Kevin Willis,PF,ATL
Kennard Winchester,SG,HOU
David Wingate,SF,CHH
Joe Wolf,C,TOT
David Wood,PF,SAS
Randy Woods,PG,LAC
Orlando Woolridge,SF,TOT
James Worthy,SF,LAL
Howard Wright,PF,ORL
Danny Young,PG,DET
Alaa Abdelnaby,PF,BOS
Mahmoud Abdul-Rauf,PG,DEN
Michael Adams,PG,WSB
Mark Aguirre,SF,LAC
Danny Ainge,SG,PHO
Gary Alexander,PF,TOT
Victor Alexander,C,GSW
Eric Anderson,PF,NYK
Greg Anderson,PF,DET
Kenny Anderson,PG,NJN
Nick Anderson,SG,ORL
Ron Anderson,SF,TOT
Willie Anderson,SG,SAS
Greg Anthony,PG,NYK
B.J. Armstrong,PG,CHI
Vincent Askew,SG,SEA
Keith Askins,SF,MIA
Stacey Augmon,SG,ATL
Isaac Austin,C,PHI
Anthony Avent,PF,TOT
John Bagley,PG,ATL
Thurl Bailey,PF,MIN
Vin Baker,C,MIL
Charles Barkley,PF,PHO
Dana Barros,PG,PHI
Jon Barry,SG,MIL
John Battle,SG,CLE
Benoit Benjamin,C,NJN
Tony Bennett,PG,CHH
David Benoit,SF,UTA
Rolando Blackman,SG,NYK
Mookie Blaylock,PG,ATL
Corie Blount,PF,CHI
Muggsy Bogues,PG,CHH
Manute Bol,C,TOT
Walter Bond,SG,UTA
Anthony Bonner,SF,NYK
Anthony Bowie,SG,ORL
Sam Bowie,C,LAL
Shawn Bradley,C,PHI
Terrell Brandon,PG,CLE
Randy Breuer,C,SAC
Frank Brickowski,C,TOT
Kevin Brooks,SF,DEN
Scott Brooks,PG,HOU
Chucky Brown,SF,DAL
Dee Brown,SG,BOS
Mike Brown,C,MIN
P.J. Brown,C,NJN
Randy Brown,PG,SAC
Mark Bryant,C,POR
Jud Buechler,SF,GSW
Matt Bullard,PF,HOU
Evers Burns,PF,SAC
Scott Burrell,SF,CHH
Willie Burton,SF,MIA
Mitchell Butler,SG,WSB
Michael Cage,C,SEA
Elden Campbell,PF,LAL
Tony Campbell,SF,TOT
Antoine Carr,PF,SAS
Bill Cartwright,C,CHI
Sam Cassell,PG,HOU
Duane Causwell,C,SAC
Cedric Ceballos,SF,PHO
Tom Chambers,PF,UTA
Rex Chapman,SG,WSB
Calbert Cheaney,SG,WSB
Pete Chilcutt,PF,TOT
Doug Christie,SG,LAL
Ben Coleman,PF,DET
Derrick Coleman,PF,NJN
Bimbo Coles,PG,MIA
Marty Conlon,C,TOT
Lester Conner,PG,IND
Anthony Cook,PF,TOT
Duane Cooper,PG,PHO
Tyrone Corbin,SF,UTA
Chris Corchiani,PG,BOS
Joe Courtney,PF,TOT
John Crotty,PG,UTA
Terry Cummings,PF,SAS
Earl Cureton,PF,HOU
Dell Curry,SG,CHH
Michael Curry,SG,PHI
Lloyd Daniels,SG,SAS
Brad Daugherty,C,CLE
Antonio Davis,PF,IND
Brian Davis,SF,MIN
Dale Davis,PF,IND
Hubert Davis,SG,NYK
Terry Davis,PF,DAL
Johnny Dawkins,PG,PHI
Todd Day,SG,MIL
Terry Dehere,PG,LAC
Vinny Del Negro,SG,SAS
Bison Dele,C,DEN
Dell Demps,PG,GSW
Vlade Divac,C,LAL
Sherman Douglas,PG,BOS
Greg Dreiling,C,DAL
Clyde Drexler,SG,POR
Kevin Duckworth,C,WSB
Chris Dudley,C,POR
Joe Dumars,SG,DET
Acie Earl,C,BOS
Bill Edwards,PF,PHI
Blue Edwards,SF,MIL
Doug Edwards,PF,ATL
James Edwards,C,LAL
Kevin Edwards,SG,NJN
Craig Ehlo,SG,ATL
Mario Elie,SF,HOU
Sean Elliott,SF,DET
Dale Ellis,SF,SAS
Harold Ellis,SF,LAC
LaPhonso Ellis,PF,DEN
LeRon Ellis,C,CHH
Pervis Ellison,C,WSB
Jo Jo English,SG,CHI
Patrick Ewing,C,NYK
Jim Farmer,SG,DEN
Duane Ferrell,SF,ATL
Danny Ferry,PF,CLE
Vern Fleming,PG,IND
Sleepy Floyd,PG,SAS
Alphonso Ford,PG,SEA
Greg Foster,PF,MIL
Rick Fox,SF,BOS
Tellis Frank,PF,MIN
Corey Gaines,SG,NYK
Chad Gallagher,C,UTA
Kevin Gamble,SF,BOS
Chris Gatling,C,GSW
Kenny Gattison,PF,CHH
Andrew Gaze,SG,WSB
Matt Geiger,C,MIA
Kendall Gill,SG,SEA
Armen Gilliam,PF,NJN
Mike Gminski,C,TOT
Ricky Grace,PG,ATL
Greg Graham,SG,PHI
Paul Graham,SG,ATL
Gary Grant,PG,LAC
Harvey Grant,SF,POR
Horace Grant,PF,CHI
Josh Grant,PF,GSW
Jeff Grayer,SG,GSW
A.C. Green,PF,PHO
Litterial Green,PG,ORL
Sean Green,SG,TOT
Tom Gugliotta,PF,WSB
Andrés Guibert,C,MIN
Jay Guidinger,C,CLE
Jack Haley,PF,SAS
Geert Hammink,C,ORL
Tom Hammonds,PF,DEN
Anfernee Hardaway,PG,ORL
Derek Harper,PG,TOT
Ron Harper,SG,LAC
Lucious Harris,SG,DAL
Tony Harris,SG,BOS
Antonio Harvey,PF,LAL
Scott Haskin,C,IND
Hersey Hawkins,SG,CHH
Skeeter Henry,SG,PHO
Steve Henson,PG,CHH
Carl Herrera,PF,HOU
Rod Higgins,SF,CLE
Tyrone Hill,PF,CLE
Donald Hodge,C,DAL
Tito Horford,C,WSB
Jeff Hornacek,SG,TOT
Robert Horry,SF,HOU
Allan Houston,SG,DET
Byron Houston,PF,GSW
Stephen Howard,SF,UTA
Jay Humphries,SG,UTA
Lindsey Hunter,PG,DET
Bobby Hurley,PG,SAC
Jaren Jackson,SG,POR
Jim Jackson,SG,DAL
Mark Jackson,PG,LAC
Stanley Jackson,SG,MIN
Dave Jamerson,SG,TOT
Henry James,PF,LAC
Keith Jennings,PG,GSW
Chris Jent,SF,HOU
Avery Johnson,PG,GSW
Dave Johnson,SG,CHI
Eddie Johnson,SF,CHH
Ervin Johnson,C,SEA
Frank Johnson,PG,PHO
Kevin Johnson,PG,PHO
Larry Johnson,PF,CHH
Charles Jones,C,DET
Popeye Jones,PF,DAL
Adonis Jordan,PG,DEN
Reggie Jordan,SG,LAL
Adam Keefe,PF,ATL
Shawn Kemp,PF,SEA
Tim Kempton,PF,TOT
Steve Kerr,PG,CHI
Jerome Kersey,SF,POR
Alec Kessler,PF,MIA
Warren Kidd,PF,PHI
Chris King,SF,SEA
Rich King,C,SEA
Stacey King,C,TOT
Greg Kite,C,ORL
Joe Kleine,C,PHO
Negele Knight,PG,TOT
Jon Koncak,C,ATL
Larry Krystkowiak,PF,ORL
Toni Kukoč,SF,CHI
